"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.808839779005525,0,0,0.74895362464423,0.0464253331079298,0.999309392265193,0,0.0193370165745856,0.980662983425414,362,1
"2",0.202885682574932,1,1,0.544887274521011,0.0107753345702951,0.25,0,0.0206437291897891,0.979356270810211,4505,2
"3",0.217923763179255,1,1,0.495709323568208,0.00933935639062948,0.75,0,0.0427818329278183,0.957218167072182,4932,3
"4",0.200000000000009,1,1,0.783406666506399,0.0094497849652245,0.75,0,0,1,3781,4
"5",0.20000000000001,1,1,0.480352224376896,0.0082695216022813,0,0,0.0100231303006939,0.989976869699306,3891,5
"6",0.200000000000026,1,1,0.216762333229903,0.00691371568107735,0.5,0,0.0359783845278726,0.964021615472127,7032,6
"7",0.233736966027606,0,1,0.370465502655208,0.0772089568869527,0.994281870164817,0,0.0506222670702994,0.949377732929701,5946,7
"8",0.200000000000022,1,1,0.94432067440919,0.00675565208641069,0.5,0,0,1,5876,8
"9",0.200000000000026,1,1,0.358287389650827,0.00678651152532099,0.5,0,0.0278786118774503,0.97212138812255,6887,9
"10",0.200000000000017,1,1,0.399065434099231,0.00942577587720017,0.75,0,0.0321655398483917,0.967834460151608,4881,10
"11",0.213097345132745,0,0,0.777831411459731,0.431814939600725,1,0,0.00176991150442478,0.998230088495575,565,11
"12",0.229901600822468,0,1,0.877004736749211,0.11795985876798,1,0,0,1,6809,12
"13",0.20000000000002,1,1,0.283546391125851,0.00838616784669785,0,0,0.00714688734248636,0.992853112657514,5317,13
"14",0.206231988472643,1,1,0.604688819026007,0.00688878920728238,0.5,0,0.0167507204610951,0.983249279538905,5552,14
"15",0.211908177905303,0,0,0.873208411228508,0.227547095847552,1,0,0,1,1394,15
"16",0.213661379087086,0,0,0.496591031715669,0.0733774675784499,0.992149562965361,0,0.0628034962771123,0.937196503722888,3089,16
"17",0.212788823213354,1,1,0.207210471181448,0.0105578277401696,0.25,0,0.0252552391187534,0.974744760881247,7444,17
"18",0.22018604651162,1,1,0.983147756636142,0.00832255399863189,0,0,0,1,2150,18
"19",0.214195838038417,1,1,0.338001730484385,0.0104714055930688,0.25,0,0.0100016131634135,0.989998386836587,6199,19
"20",0.222256568778981,0,0,0.288136387054472,0.0406021016785974,0.331530139103555,0,0.984544049459042,0.0154559505409583,647,20
"21",0.215087593850553,0,0,0.776701588642962,0.066622855740474,1,0,0,1,2797,21
"22",0.200000000000005,1,1,0.70727201676791,0.00836863450167429,0,0,0,1,3412,22
"23",0.200000000000021,1,1,0.293790464122111,0.009397123009559,0.75,0,0.0301009372746936,0.969899062725306,5548,23
"24",0.212447636146014,0,1,0.336778920261864,0.38116383736317,1,0,0.0526630760023938,0.947336923997606,1671,24
"25",0.200000000000005,1,1,0.77840872236671,0.00828349956830129,0,0,0,1,3426,25
"26",0.212582128777947,1,1,0.0551839020958581,0.00833770295859404,0,0,0.0149474375821288,0.985052562417871,6088,26
"27",0.839320388349516,0,0,0.250686476414632,0.0474666229701833,0.981796116504854,0,0.106796116504854,0.893203883495146,412,27
"28",0.232647226986877,0,1,0.122192479396589,0.0875218417162824,0.985313036020583,0,0.130074328187536,0.869925671812464,6996,28
"29",0.224844720496895,0,1,0.26844532279315,0.00904156201532297,0.317546583850932,0,1,0,644,29
"30",0.215094339622637,0,0,0.520438179995194,0.310858211459355,0.997744052502051,0,0.0377358490566038,0.962264150943396,1219,30
"31",0.23271013831892,0,1,0.618071580679874,0.0945548288564181,0.994262045903633,0,0.0507675938592491,0.949232406140751,6579,31
"32",0.217446270543614,0,0,0.140022219668238,0.399373436022125,0.993994943109987,0,0.0847029077117573,0.915297092288243,791,32
"33",0.20000000000002,1,1,0.828548693958451,0.00681101766571764,0.5,0,0,1,5357,33
"34",0.200000000000017,1,1,0.692260036260028,0.00947830668376344,0.75,0,0,1,4875,34
"35",0.208093841642248,1,1,0.590487474944958,0.00948762682071624,0.75,0,0.0357771260997067,0.964222873900293,5115,35
"36",0.990286975717439,1,1,0.734742569179659,0.00844559056435754,0.626103752759382,0,0.0165562913907285,0.983443708609272,906,36
"37",0.438072289156618,1,1,0.731818181818186,0.0105025941218771,0.25,0,0.00542168674698795,0.994578313253012,1660,37
"38",0.199999999999992,1,1,0.898989898989918,0.00835748157757196,0,0,0,1,2405,38
"39",0.215744157441599,1,1,0.490183197286518,0.00678878416182827,0.5,0,0.0150676506765068,0.984932349323493,6504,39
"40",0.206661839246949,1,1,0.0623585602586292,0.0094175125438267,0.75,0,0.0742939898624185,0.925706010137581,6905,40
"41",0.437142857142849,1,1,0.291411004454482,0.00835238127065783,0,0,0.00993788819875776,0.990062111801242,1610,41
"42",0.206754847823323,1,1,0.0707874948275567,0.00681963318705975,0.5,0,0.0362142031591113,0.963785796840889,7787,42
"43",0.212472160356341,1,1,0.171531574092825,0.117714365561867,1,0,0.994432071269488,0.00556792873051225,1796,43
"44",0.200000000000019,1,1,0.838366278196297,0.0104837417564608,0.25,0,0,1,5177,44
"45",0.200000000000019,1,1,0.717539411650325,0.00670941706163618,0.5,0,0,1,5247,45
"46",0.20000000000002,1,1,0.171212685935007,0.00835605122002432,0,0,0.0171449869549012,0.982855013045099,5366,46
"47",0.991542857142857,1,1,0.244675324675327,0.0096306528874961,0.126571428571429,0,0.0102857142857143,0.989714285714286,875,47
"48",0.20000000000001,1,1,0.863177707459298,0.00945168613905914,0.750196283695368,0,0,1,3821,48
"49",0.434388059701484,1,1,0.799740690486967,0.00956355103707836,0.750298507462687,0,0.00298507462686567,0.997014925373134,1675,49
"50",0.213961605584642,0,0,0.93073844906307,0.0660032634319446,1,0,0,1,2865,50
"51",0.213054393305447,0,0,0.070104109434655,0.0878684515291315,0.987099023709902,0,0.114365411436541,0.885634588563459,3585,51
"52",0.21161936560935,0,0,0.355902935869545,0.06413792401733,0.9889816360601,0,0.0904841402337229,0.909515859766277,2995,52
"53",0.209731113956465,1,1,0.498389787762389,0.120498773644347,1,0,0.99359795134443,0.00640204865556978,781,53
"54",0.199999999999998,1,1,0.84277389277389,0.00823428658930094,0,0,0,1,2860,54
"55",0.200000000000017,1,1,0.389149072780149,0.00836966123556219,0,0,0.00602409638554217,0.993975903614458,4814,55
"56",0.991801510248112,1,1,0.239144410665449,0.00890449529178962,0.646170442286947,0,0.0949298813376483,0.905070118662352,927,56
"57",0.21446104589117,1,1,0.0664610351109769,0.0106680563305649,0.25,0,0.0312166488794023,0.968783351120598,7496,57
"58",0.99059929494712,1,1,0.736056214317086,0.00966273091810337,0.127497062279671,0,0.00352526439482961,0.99647473560517,851,58
"59",0.213472485768505,0,0,0.637028092436062,0.0841021125781117,0.997469955724225,0,0.0271979759645794,0.972802024035421,3162,59
"60",0.213874345549741,0,0,0.204644613676024,0.060724818347661,0.984784031413613,0,0.12729057591623,0.87270942408377,3056,60
"61",0.200000000000005,1,1,0.63619299096478,0.00843756041583997,0,0,0.004149377593361,0.995850622406639,3374,61
"62",0.200000000000014,1,1,0.636405232836263,0.0105760616353733,0.25,0,0.00457561198810341,0.995424388011897,4371,62
"63",0.209513435003651,1,1,0.949438099220268,0.0105217491303301,0.25,0,0,1,5508,63
"64",0.199999999999993,1,1,0.944211096627466,0.00853592090783671,0,0,0,1,1883,64
"65",0.200000000000017,1,1,0.731972634411658,0.0103874164841381,0.25,0,0,1,4797,65
"66",0.21248439450686,0,0,0.276384317582819,0.216583240248654,0.997034956304619,0,0.0705368289637953,0.929463171036205,1602,66
"67",0.200000000000016,1,1,0.953989534100058,0.00948220473161067,0.750053123671908,0,0,1,4706,67
"68",0.436670687575383,1,1,0.79710250880336,0.0068882062645733,0.5,0,0,1,1658,68
"69",0.43549839228295,1,1,0.745090779174385,0.008370233352547,0,0,0.000643086816720257,0.99935691318328,1555,69
"70",0.440901594282565,1,1,0.250948184428118,0.010263728584739,0.753710830126443,0,0.0802638812534359,0.919736118746564,1819,70
"71",0.216583747927051,1,1,0.450035642959911,0.0105072503791796,0.25,0,0.0134512622074811,0.986548737792519,5427,71
"72",0.213380952380965,1,1,0.558455988455989,0.00835305600639526,0,0,0.00476190476190476,0.995238095238095,4200,72
"73",0.462966804979248,1,1,0.244834234460789,0.00730748096878447,0.466415975103734,0,0.0425311203319502,0.95746887966805,1928,73
"74",0.200000000000022,1,1,0.1833663575599,0.00934776072238271,0.75,0,0.0950305143853531,0.904969485614647,5735,74
